epoch,error,weights
80,9,"[-1.8000000000000012, -20.339999999999968, -20.279999999999973, 29.080000000000673, 19.160000000000384]"
81,6,"[-1.8000000000000014, -20.159999999999968, -20.199999999999974, 29.34000000000068, 19.240000000000382]"
82,13,"[-2.0000000000000013, -20.339999999999968, -20.39999999999997, 29.38000000000069, 19.36000000000038]"
83,6,"[-2.0000000000000013, -20.159999999999968, -20.319999999999972, 29.640000000000693, 19.440000000000378]"
84,11,"[-2.2000000000000015, -20.43999999999997, -20.339999999999968, 29.5600000000007, 19.640000000000377]"
85,6,"[-2.2000000000000015, -20.139999999999972, -20.41999999999997, 29.820000000000704, 19.720000000000375]"
86,9,"[-2.4000000000000017, -20.63999999999998, -20.47999999999997, 29.520000000000714, 19.840000000000373]"
87,6,"[-2.4000000000000017, -20.45999999999998, -20.39999999999997, 29.78000000000072, 19.92000000000037]"
88,13,"[-2.600000000000002, -20.63999999999998, -20.599999999999966, 29.82000000000073, 20.04000000000037]"
89,6,"[-2.600000000000002, -20.45999999999998, -20.519999999999968, 30.080000000000734, 20.120000000000367]"
90,11,"[-2.800000000000002, -20.73999999999998, -20.539999999999964, 30.00000000000074, 20.320000000000366]"
91,6,"[-2.800000000000002, -20.439999999999984, -20.619999999999965, 30.260000000000744, 20.400000000000365]"
92,9,"[-3.000000000000002, -20.93999999999999, -20.679999999999964, 29.960000000000754, 20.520000000000362]"
93,6,"[-3.000000000000002, -20.75999999999999, -20.599999999999966, 30.22000000000076, 20.60000000000036]"
94,13,"[-3.2000000000000024, -20.93999999999999, -20.79999999999996, 30.260000000000765, 20.720000000000358]"
95,6,"[-3.2000000000000024, -20.75999999999999, -20.719999999999963, 30.52000000000077, 20.800000000000356]"
96,11,"[-3.4000000000000026, -21.039999999999992, -20.73999999999996, 30.44000000000078, 21.000000000000355]"
97,6,"[-3.4000000000000026, -20.739999999999995, -20.81999999999996, 30.700000000000784, 21.080000000000354]"
98,9,"[-3.6000000000000028, -21.240000000000002, -20.87999999999996, 30.400000000000794, 21.20000000000035]"
99,6,"[-3.6000000000000028, -21.060000000000002, -20.79999999999996, 30.6600000000008, 21.28000000000035]"
100,8,"[-3.6000000000000028, -20.460000000000008, -20.57999999999996, 31.140000000000803, 21.62000000000035]"
