epoch,error,weights
52,15,"[9.999999999999996, -17.260000000000044, -19.55999999999968, 23.46000000000095, 24.019999999999893]"
53,15,"[9.799999999999997, -17.40000000000005, -19.539999999999676, 23.64000000000095, 24.339999999999883]"
54,13,"[9.599999999999998, -17.98000000000005, -19.619999999999674, 23.320000000000952, 24.499999999999876]"
55,9,"[9.399999999999999, -18.620000000000047, -19.739999999999668, 22.920000000000954, 24.53999999999987]"
56,10,"[9.399999999999999, -18.000000000000053, -19.33999999999967, 23.460000000000957, 24.899999999999867]"
57,9,"[9.2, -18.60000000000005, -19.459999999999663, 23.02000000000096, 24.939999999999863]"
58,12,"[9.2, -17.64000000000005, -19.09999999999966, 24.08000000000096, 25.259999999999856]"
59,9,"[9.0, -18.520000000000056, -19.259999999999657, 23.42000000000096, 25.29999999999985]"
60,9,"[8.8, -19.160000000000053, -19.37999999999965, 23.020000000000962, 25.339999999999847]"
61,12,"[8.8, -18.600000000000062, -18.87999999999965, 23.540000000000965, 25.75999999999984]"
62,9,"[8.600000000000001, -19.20000000000006, -18.999999999999645, 23.100000000000968, 25.799999999999837]"
63,12,"[8.600000000000001, -18.360000000000067, -18.539999999999647, 23.88000000000097, 26.23999999999983]"
64,9,"[8.400000000000002, -18.80000000000007, -18.659999999999645, 23.60000000000097, 26.319999999999826]"
65,9,"[8.200000000000003, -19.40000000000007, -18.77999999999964, 23.160000000000974, 26.359999999999822]"
66,12,"[8.200000000000003, -18.560000000000077, -18.31999999999964, 23.940000000000975, 26.799999999999816]"
67,13,"[8.000000000000004, -19.140000000000082, -18.39999999999964, 23.620000000000978, 26.95999999999981]"
68,9,"[7.800000000000003, -19.74000000000008, -18.519999999999634, 23.18000000000098, 26.999999999999805]"
69,10,"[7.800000000000003, -19.120000000000086, -18.119999999999635, 23.720000000000983, 27.3599999999998]"
70,9,"[7.600000000000003, -19.720000000000084, -18.23999999999963, 23.280000000000985, 27.399999999999796]"
71,14,"[7.600000000000003, -18.760000000000083, -17.919999999999625, 24.400000000000986, 27.71999999999979]"
72,11,"[7.400000000000003, -18.92000000000008, -18.019999999999627, 24.46000000000099, 27.73999999999978]"
73,7,"[7.200000000000003, -19.900000000000084, -18.319999999999624, 23.640000000000988, 27.67999999999978]"
74,11,"[7.000000000000003, -20.320000000000082, -18.519999999999616, 23.58000000000099, 27.599999999999774]"
75,10,"[7.000000000000003, -19.700000000000085, -18.119999999999617, 24.120000000000992, 27.95999999999977]"
76,9,"[6.8000000000000025, -20.300000000000082, -18.23999999999961, 23.680000000000994, 27.999999999999766]"
77,10,"[6.8000000000000025, -20.02000000000009, -17.89999999999961, 23.980000000001, 28.21999999999976]"
78,8,"[6.8000000000000025, -19.32000000000009, -17.639999999999606, 24.680000000000998, 28.479999999999755]"
79,7,"[6.600000000000002, -20.30000000000009, -17.939999999999603, 23.860000000000998, 28.419999999999753]"
80,11,"[6.400000000000002, -20.760000000000087, -18.219999999999597, 23.800000000001, 28.23999999999975]"
81,8,"[6.400000000000002, -20.06000000000009, -17.759999999999597, 24.360000000001, 28.579999999999746]"
82,9,"[6.200000000000002, -20.66000000000009, -17.87999999999959, 23.920000000001004, 28.61999999999974]"
83,10,"[6.200000000000002, -20.380000000000095, -17.53999999999959, 24.220000000001008, 28.839999999999737]"
84,8,"[6.200000000000002, -19.640000000000096, -17.279999999999585, 24.880000000001008, 29.09999999999973]"
85,7,"[6.000000000000002, -20.620000000000097, -17.579999999999583, 24.060000000001008, 29.03999999999973]"
86,11,"[5.800000000000002, -21.080000000000094, -17.859999999999577, 24.00000000000101, 28.859999999999726]"
87,10,"[5.800000000000002, -20.460000000000097, -17.459999999999578, 24.54000000000101, 29.21999999999972]"
88,9,"[5.600000000000001, -21.060000000000095, -17.579999999999572, 24.100000000001014, 29.259999999999717]"
89,10,"[5.600000000000001, -20.7800000000001, -17.239999999999572, 24.400000000001018, 29.479999999999713]"
90,10,"[5.600000000000001, -19.9200000000001, -17.119999999999568, 25.260000000001018, 29.65999999999971]"
91,13,"[5.400000000000001, -20.080000000000098, -17.259999999999568, 25.38000000000102, 29.6799999999997]"
92,7,"[5.200000000000001, -21.0600000000001, -17.559999999999565, 24.56000000000102, 29.6199999999997]"
93,11,"[5.000000000000001, -21.5200000000001, -17.83999999999956, 24.50000000000102, 29.439999999999696]"
94,10,"[5.000000000000001, -21.0600000000001, -17.47999999999956, 24.860000000001023, 29.759999999999692]"
95,10,"[5.000000000000001, -20.200000000000102, -17.359999999999555, 25.720000000001022, 29.93999999999969]"
96,9,"[4.800000000000001, -20.7200000000001, -17.619999999999557, 25.360000000001026, 29.799999999999685]"
97,9,"[4.6000000000000005, -21.3200000000001, -17.73999999999955, 24.92000000000103, 29.83999999999968]"
98,11,"[4.4, -21.780000000000097, -18.019999999999545, 24.86000000000103, 29.659999999999677]"
99,8,"[4.4, -21.2400000000001, -17.599999999999543, 25.240000000001032, 29.959999999999674]"
100,9,"[4.2, -21.860000000000102, -18.039999999999537, 24.880000000001033, 29.75999999999967]"
